MAKE,MODEL,PROFIT_LOSS,SALES_STATUS
MINI,Cooper,-1450,Loss
Jeep,Liberty,-1450,Loss
Ford,F-250 Super Duty,-1450,Loss
Ford,Focus,-1450,Loss
Ford,Fusion,-1450,Loss
Dodge,Grand Caravan,-1450,Loss
Toyota,Prius c,-1450,Loss
Mercedes-Benz,GL-Class,-1450,Loss
Ford,Escape,-1450,Loss
Mitsubishi,Outlander Sport,-1450,Loss
Infiniti,G Sedan,-1450,Loss
Chevrolet,Express Cargo,-1450,Loss
Nissan,Maxima,-1450,Loss
Kia,Optima,-1450,Loss
Volkswagen,CC,-1450,Loss
Chevrolet,Cruze,-1450,Loss
Chevrolet,Cruze,-1450,Loss
Chrysler,Pacifica,-1450,Loss
Saturn,ION,-1450,Loss
Ford,Escape,-1450,Loss
Mercedes-Benz,C-Class,-1450,Loss
Ford,Focus,-1450,Loss
Ford,Escape,-1450,Loss
Volkswagen,CC,-1450,Loss
Mitsubishi,Outlander Sport,-1450,Loss
Volkswagen,Passat,-1450,Loss
Toyota,Camry,-1450,Loss
Chevrolet,Silverado 1500,-1450,Loss
GMC,Sierra 1500HD,-1450,Loss
,,-1450,Loss
BMW,X3,-1450,Loss
Honda,Accord,-1450,Loss
Nissan,Maxima,-1450,Loss
Nissan,Altima,-1450,Loss
Nissan,Maxima,-1450,Loss
Volkswagen,Jetta,-1450,Loss
Ford,Fiesta,-1450,Loss
Jeep,Wrangler,-1450,Loss
Honda,Odyssey,-1450,Loss
Nissan,Maxima,-1450,Loss
Cadillac,DeVille,-1450,Loss
Chevrolet,Cruze,-1450,Loss
Ford,Escape,-1450,Loss
Chevrolet,Malibu,-1450,Loss
,,-1450,Loss
Audi,RS 6,-1450,Loss
mazda,rx8,-1450,Loss
BMW,5 Series,-1450,Loss
Kia,Soul,-1450,Loss
Volkswagen,Jetta,-1450,Loss
Subaru,Impreza,-1450,Loss
Chevrolet,Equinox,-1450,Loss
Ford,Escape,-1450,Loss
,,-1450,Loss
Chevrolet,Silverado 1500,-1450,Loss
Toyota,Tundra,-1450,Loss
Jeep,Liberty,-1450,Loss
Toyota,Corolla,-1450,Loss
Ford,Fusion,-1450,Loss
Dodge,Nitro,-1450,Loss
BMW,3 Series,-1450,Loss
GMC,Sierra 1500,-1450,Loss
Hyundai,Sonata,-1450,Loss
Saturn,VUE,-1450,Loss
BMW,X5,-1450,Loss
BMW,X5,-1450,Loss
Nissan,Murano,-1450,Loss
Jeep,Liberty,-1450,Loss
Nissan,Altima,-1450,Loss
Chevrolet,Impala,-1450,Loss
BMW,3 Series,-1450,Loss
Ford,F-250 Super Duty,-1450,Loss
GMC,Terrain,-1450,Loss
Ford,Explorer,-1450,Loss
Cadillac,SRX,-1450,Loss
Kia,Sedona,-1450,Loss
Ford,Fusion,-1450,Loss
Audi,A8,-1450,Loss
Audi,Q7,-1450,Loss
Ford,Taurus,-1450,Loss
Hyundai,Accent,-1450,Loss
GMC,Acadia,-1450,Loss
Infiniti,G Coupe,-1450,Loss
Infiniti,G35,-1450,Loss
Ford,Ranger,-1450,Loss
Kia,Rio,-1450,Loss
Nissan,Versa,-1450,Loss
Toyota,Sequoia,-1450,Loss
Saturn,Aura,-1450,Loss
MINI,Cooper,-1450,Loss
GMC,Sierra 1500,-1450,Loss
Dodge,Magnum,-1450,Loss
Mercedes-Benz,C-Class,-1450,Loss
Ford,Edge,-1450,Loss
Ford,F-150,-1450,Loss
Ford,E-Series Wagon,-1450,Loss
Chevrolet,Equinox,-1449,Loss
Kia,Optima,-1449,Loss
Volkswagen,Passat,-1449,Loss
Chevrolet,Impala,-1449,Loss
Ford,Taurus,-1425,Loss
Toyota,Camry,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Volkswagen,New Beetle,-1425,Loss
Audi,A4,-1425,Loss
Kia,Rio,-1425,Loss
Ford,Escape,-1425,Loss
Lincoln,Town Car,-1425,Loss
Dodge,Journey,-1425,Loss
Acura,MDX,-1425,Loss
Mercury,Mariner,-1425,Loss
Chevrolet,Aveo,-1425,Loss
Nissan,Sentra,-1425,Loss
Ford,Fiesta,-1425,Loss
Nissan,Quest,-1425,Loss
Pontiac,Grand Prix,-1425,Loss
Toyota,RAV4,-1425,Loss
Ford,Focus,-1425,Loss
GMC,Yukon XL,-1425,Loss
Toyota,4Runner,-1425,Loss
Ford,F-350 Super Duty,-1425,Loss
Nissan,Murano,-1425,Loss
Dodge,Avenger,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Mercedes-Benz,C-Class,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Chevrolet,Tahoe,-1425,Loss
Pontiac,Grand Prix,-1425,Loss
Ford,Explorer,-1425,Loss
Ford,Econoline Cargo,-1425,Loss
Hyundai,Santa Fe,-1425,Loss
Nissan,Versa,-1425,Loss
Chevrolet,Malibu,-1425,Loss
GMC,Sierra 2500HD,-1425,Loss
dodge,grand,-1425,Loss
Oldsmobile,Alero,-1425,Loss
Ford,Explorer,-1425,Loss
Chevrolet,TrailBlazer,-1425,Loss
Pontiac,Vibe,-1425,Loss
Ford,Mustang,-1425,Loss
Toyota,Sienna,-1425,Loss
Hyundai,Santa Fe,-1425,Loss
Chevrolet,Cruze,-1425,Loss
Chevrolet,Impala,-1425,Loss
Nissan,Versa,-1425,Loss
Mercedes-Benz,E-Class,-1425,Loss
Dodge,Ram Pickup 1500,-1425,Loss
Chevrolet,TrailBlazer EXT,-1425,Loss
Hyundai,Santa Fe,-1425,Loss
Chrysler,Town and Country,-1425,Loss
Ford,Expedition,-1425,Loss
Volkswagen,Jetta,-1425,Loss
Toyota,Corolla,-1425,Loss
,,-1425,Loss
Infiniti,G35,-1425,Loss
acura,rl,-1425,Loss
acura,rl,-1425,Loss
Mercury,Mountaineer,-1425,Loss
Chrysler,PT Cruiser,-1425,Loss
Honda,Civic,-1425,Loss
Chrysler,300,-1425,Loss
Dodge,Caliber,-1425,Loss
Toyota,Camry,-1425,Loss
Ford,Transit Connect,-1425,Loss
BMW,Z4,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Ford,Transit Connect,-1425,Loss
Dodge,Charger,-1425,Loss
,,-1425,Loss
Land Rover,LR2,-1425,Loss
Kia,Sportage,-1425,Loss
Jeep,Commander,-1425,Loss
Mercedes-Benz,SLK-Class,-1425,Loss
Dodge,Ram Pickup 1500,-1425,Loss
Nissan,Sentra,-1425,Loss
Ford,F-150,-1425,Loss
Mercedes-Benz,E-Class,-1425,Loss
Lincoln,Navigator,-1425,Loss
Chevrolet,Silverado 1500,-1425,Loss
Ford,Escape,-1425,Loss
Acura,MDX,-1425,Loss
Nissan,Maxima,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Kia,Rio,-1425,Loss
Honda,CR-V,-1425,Loss
Chevrolet,Malibu Maxx,-1425,Loss
Toyota,Highlander,-1425,Loss
Mazda,Mazda3,-1425,Loss
Chevrolet,Cobalt,-1425,Loss
Buick,LaCrosse,-1425,Loss
Ford,Escape,-1425,Loss
Jaguar,XK-Series,-1425,Loss
Chevrolet,Impala,-1425,Loss
Chevrolet,TrailBlazer,-1425,Loss
Kia,Optima,-1425,Loss
Ford,Explorer,-1425,Loss
Mitsubishi,Galant,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Kia,Forte,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Jeep,Cherokee,-1425,Loss
Ford,Mustang,-1425,Loss
Infiniti,FX35,-1425,Loss
Chevrolet,Impala,-1425,Loss
Toyota,Corolla,-1425,Loss
GMC,Envoy,-1425,Loss
Chevrolet,Equinox,-1425,Loss
Chevrolet,Silverado 1500,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Nissan,Versa,-1425,Loss
Dodge,Caliber,-1425,Loss
,,-1425,Loss
Honda,Odyssey,-1425,Loss
Volkswagen,Jetta,-1425,Loss
Dodge,Journey,-1425,Loss
Dodge,Charger,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Nissan,Murano,-1425,Loss
Ford,Five Hundred,-1425,Loss
Ford,Expedition,-1425,Loss
BMW,5 Series,-1425,Loss
Lexus,RX 330,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Mercury,Grand Marquis,-1425,Loss
Honda,Accord,-1425,Loss
GMC,Envoy,-1425,Loss
Chevrolet,Impala,-1425,Loss
porsche,911,-1425,Loss
Mazda,Mazda3,-1425,Loss
Honda,Accord,-1425,Loss
Chevrolet,Impala,-1425,Loss
Mitsubishi,Outlander Sport,-1425,Loss
Ford,Ranger,-1425,Loss
Kia,Sorento,-1425,Loss
Chrysler,Pacifica,-1425,Loss
Lincoln,Town Car,-1425,Loss
Lexus,ES 300,-1425,Loss
Dodge,Avenger,-1425,Loss
,,-1425,Loss
Nissan,Altima,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Chevrolet,HHR,-1425,Loss
Buick,LeSabre,-1425,Loss
Jeep,Liberty,-1425,Loss
Jaguar,X-Type,-1425,Loss
Mercedes-Benz,S-Class,-1425,Loss
Jeep,Commander,-1425,Loss
Honda,Civic,-1425,Loss
Toyota,RAV4,-1425,Loss
Chevrolet,Equinox,-1425,Loss
Ford,Focus,-1425,Loss
Ford,Fusion,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Ford,F-150,-1425,Loss
Nissan,Xterra,-1425,Loss
Jeep,Liberty,-1425,Loss
Chrysler,Town and Country,-1425,Loss
Ford,Focus,-1425,Loss
Nissan,Maxima,-1425,Loss
Chevrolet,Cruze,-1425,Loss
Chrysler,Sebring,-1425,Loss
Lincoln,MKZ,-1425,Loss
Chevrolet,TrailBlazer,-1425,Loss
Chevrolet,Suburban,-1425,Loss
Ford,Ranger,-1425,Loss
GMC,Sierra 1500,-1425,Loss
Chevrolet,TrailBlazer EXT,-1425,Loss
Chevrolet,Equinox,-1425,Loss
Pontiac,G6,-1425,Loss
,,-1425,Loss
Saturn,Outlook,-1425,Loss
Saturn,VUE,-1425,Loss
Volkswagen,Jetta,-1425,Loss
Cadillac,Escalade,-1425,Loss
Mazda,Mazda2,-1425,Loss
Ford,Focus,-1425,Loss
Nissan,Altima,-1425,Loss
Pontiac,G6,-1425,Loss
Mercedes-Benz,S-Class,-1425,Loss
Hyundai,Tucson,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Mazda,Mazda3,-1425,Loss
Hyundai,Sonata,-1425,Loss
Nissan,Altima,-1425,Loss
Volkswagen,Rabbit,-1425,Loss
Dodge,Caliber,-1425,Loss
Nissan,Altima,-1425,Loss
Kia,Rondo,-1425,Loss
Scion,xB,-1425,Loss
Ford,Fusion,-1425,Loss
Nissan,Sentra,-1425,Loss
Chevrolet,Uplander,-1425,Loss
Kia,Sportage,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Scion,xB,-1425,Loss
Chevrolet,Cruze,-1425,Loss
Dodge,Charger,-1425,Loss
Hyundai,Azera,-1425,Loss
Toyota,Camry,-1425,Loss
Nissan,Murano,-1425,Loss
Honda,Accord,-1425,Loss
Ford,F-150,-1425,Loss
Volkswagen,CC,-1425,Loss
Jeep,Liberty,-1425,Loss
,,-1425,Loss
Toyota,Yaris,-1425,Loss
Mazda,Mazda3,-1425,Loss
Toyota,Corolla,-1425,Loss
Dodge,Nitro,-1425,Loss
Saab,9-7X,-1425,Loss
Kia,Sportage,-1425,Loss
Hyundai,Sonata,-1425,Loss
Honda,Accord,-1425,Loss
Volvo,S60,-1425,Loss
Ford,Focus,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Lexus,ES 330,-1425,Loss
Ford,Focus,-1425,Loss
Dodge,Nitro,-1425,Loss
BMW,3 Series,-1425,Loss
Lexus,ES 300,-1425,Loss
Audi,S4,-1425,Loss
MINI,Cooper,-1425,Loss
Acura,TL,-1425,Loss
Nissan,Sentra,-1425,Loss
Ford,F-250 Super Duty,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Mitsubishi,Lancer,-1425,Loss
Ford,F-250 Super Duty,-1425,Loss
Chevrolet,S-10,-1425,Loss
Volvo,XC90,-1425,Loss
Ford,F-350 Super Duty,-1425,Loss
Chevrolet,Colorado,-1425,Loss
Lexus,ES 330,-1425,Loss
Toyota,Sienna,-1425,Loss
GMC,Sierra 1500,-1425,Loss
Chrysler,Pacifica,-1425,Loss
Volvo,XC90,-1425,Loss
Toyota,Yaris,-1425,Loss
Dodge,Dakota,-1425,Loss
Honda,accord,-1425,Loss
Kia,Optima,-1425,Loss
chevrolet,2500,-1425,Loss
Volkswagen,New Beetle,-1425,Loss
Nissan,Versa,-1425,Loss
Chrysler,Sebring,-1425,Loss
Mazda,Truck,-1425,Loss
Dodge,Charger,-1425,Loss
Volvo,S60,-1425,Loss
Honda,Pilot,-1425,Loss
Dodge,Caliber,-1425,Loss
Chrysler,300,-1425,Loss
Ford,Fusion,-1425,Loss
Jeep,Compass,-1425,Loss
BMW,5 Series,-1425,Loss
Acura,Integra,-1425,Loss
Dodge,Avenger,-1425,Loss
Mazda,Mazda2,-1425,Loss
Lexus,ES 300,-1425,Loss
BMW,3 Series,-1425,Loss
Chrysler,PT Cruiser,-1425,Loss
Kia,Soul,-1425,Loss
Lincoln,Continental,-1425,Loss
Honda,Element,-1425,Loss
Mercury,Mountaineer,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Honda,Accord,-1425,Loss
BMW,3 Series,-1425,Loss
Toyota,Matrix,-1425,Loss
Infiniti,G35,-1425,Loss
Nissan,Maxima,-1425,Loss
Nissan,Xterra,-1425,Loss
Mazda,Mazda3,-1425,Loss
Volkswagen,Passat,-1425,Loss
Ford,Fiesta,-1425,Loss
Mitsubishi,Eclipse Spyder,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Ford,Escape,-1425,Loss
Kia,Sorento,-1425,Loss
Subaru,Impreza,-1425,Loss
Acura,TSX,-1425,Loss
Honda,Accord,-1425,Loss
Nissan,Frontier,-1425,Loss
Honda,Odyssey,-1425,Loss
Ford,Five Hundred,-1425,Loss
Dodge,Charger,-1425,Loss
Mercedes-Benz,E-Class,-1425,Loss
Hyundai,Elantra,-1425,Loss
Dodge,Stratus,-1425,Loss
Nissan,Versa,-1425,Loss
,,-1425,Loss
Mitsubishi,Lancer,-1425,Loss
Saturn,ION,-1425,Loss
GMC,Yukon XL,-1425,Loss
Lincoln,Town Car,-1425,Loss
Jeep,Commander,-1425,Loss
Nissan,Altima,-1425,Loss
MINI,Cooper,-1425,Loss
GMC,Yukon XL,-1425,Loss
Toyota,Corolla,-1425,Loss
Dodge,Avenger,-1425,Loss
Mazda,Mazda3,-1425,Loss
Volkswagen,Golf,-1425,Loss
BMW,3 Series,-1425,Loss
Cadillac,Escalade,-1425,Loss
Mitsubishi,Endeavor,-1425,Loss
Mercury,Milan Hybrid,-1425,Loss
Buick,Century,-1425,Loss
Nissan,Xterra,-1425,Loss
Volkswagen,New Beetle,-1425,Loss
Buick,LaCrosse,-1425,Loss
Dodge,Durango,-1425,Loss
Chrysler,Sebring,-1425,Loss
Dodge,Journey,-1425,Loss
Ford,Ranger,-1425,Loss
Toyota,Sienna,-1425,Loss
Dodge,Charger,-1425,Loss
Chevrolet,Sonic,-1425,Loss
Nissan,Frontier,-1425,Loss
Honda,Accord,-1425,Loss
Mazda,MX-5 Miata,-1425,Loss
Honda,Civic,-1425,Loss
Scion,xB,-1425,Loss
Jaguar,S-Type,-1425,Loss
Chevrolet,Tahoe,-1425,Loss
Ford,Expedition,-1425,Loss
Honda,Odyssey,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Toyota,Corolla,-1425,Loss
Toyota,Prius,-1425,Loss
Honda,Accord,-1425,Loss
Nissan,Pathfinder,-1425,Loss
Kia,Optima,-1425,Loss
Acura,MDX,-1425,Loss
Ford,Explorer,-1425,Loss
Ford,Escape,-1425,Loss
Mazda,Mazda6,-1425,Loss
Chrysler,PT Cruiser,-1425,Loss
Ford,Edge,-1425,Loss
Hyundai,Sonata,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Chevrolet,Impala,-1425,Loss
Honda,Insight,-1425,Loss
Chrysler,Town and Country,-1425,Loss
Honda,Odyssey,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Ford,Mustang,-1425,Loss
Dodge,Avenger,-1425,Loss
Dodge,Journey,-1425,Loss
Cadillac,DTS,-1425,Loss
BMW,5 Series,-1425,Loss
GMC,Acadia,-1425,Loss
Chevrolet,Express Cargo,-1425,Loss
Buick,Century,-1425,Loss
Toyota,RAV4,-1425,Loss
Toyota,Yaris,-1425,Loss
Pontiac,Torrent,-1425,Loss
Ford,Edge,-1425,Loss
BMW,3 Series,-1425,Loss
Chevrolet,Aveo,-1425,Loss
Chevrolet,Cruze,-1425,Loss
Ford,F-150,-1425,Loss
Honda,Element,-1425,Loss
Honda,Pilot,-1425,Loss
Toyota,Corolla,-1425,Loss
Cadillac,CTS,-1425,Loss
Ford,Ranger,-1425,Loss
Chevrolet,Cobalt,-1425,Loss
Chevrolet,TrailBlazer,-1425,Loss
,,-1425,Loss
Dodge,Nitro,-1425,Loss
Dodge,Charger,-1425,Loss
Jeep,Liberty,-1425,Loss
Chevrolet,Malibu Maxx,-1425,Loss
Pontiac,Grand Prix,-1425,Loss
Toyota,Corolla,-1425,Loss
Chrysler,Sebring,-1425,Loss
Ford,Focus,-1425,Loss
Mazda,Mazda3,-1425,Loss
Honda,Odyssey,-1425,Loss
Toyota,Camry,-1425,Loss
Buick,LeSabre,-1425,Loss
Nissan,Frontier,-1425,Loss
Ford,Ranger,-1425,Loss
Mazda,Mazda2,-1425,Loss
Lexus,IS 250,-1425,Loss
Chevrolet,Silverado 1500,-1425,Loss
Mercedes-Benz,SL-Class,-1425,Loss
Dodge,Charger,-1425,Loss
,,-1425,Loss
Honda,Civic,-1425,Loss
Nissan,Rogue,-1425,Loss
Nissan,Titan,-1425,Loss
Mazda,Protege,-1425,Loss
Infiniti,G35,-1425,Loss
Ford,Expedition,-1425,Loss
,,-1425,Loss
Chevrolet,Impala,-1425,Loss
Chevrolet,Impala,-1425,Loss
Toyota,Camry,-1425,Loss
Dodge,Avenger,-1425,Loss
GMC,Yukon,-1425,Loss
Ford,Focus,-1425,Loss
Nissan,Altima,-1425,Loss
Ford,Mustang,-1425,Loss
Honda,Odyssey,-1425,Loss
Pontiac,Torrent,-1425,Loss
Ford,Fusion,-1425,Loss
Chevrolet,Impala,-1425,Loss
Nissan,Sentra,-1425,Loss
Chrysler,300,-1425,Loss
Chrysler,Pacifica,-1425,Loss
Ford,Fiesta,-1425,Loss
Ford,Fusion,-1425,Loss
Jeep,Wrangler,-1425,Loss
Dodge,Ram Pickup 1500,-1425,Loss
Kia,Rio,-1425,Loss
Mazda,Tribute,-1425,Loss
BMW,3 Series,-1425,Loss
Chevrolet,Impala,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Lexus,IS 300,-1425,Loss
Ford,Taurus,-1425,Loss
Toyota,Highlander,-1425,Loss
Ford,Escape,-1425,Loss
Toyota,Camry,-1425,Loss
Chevrolet,TrailBlazer,-1425,Loss
Dodge,Caliber,-1425,Loss
Nissan,Sentra,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Pontiac,G6,-1425,Loss
Jeep,Patriot,-1425,Loss
Chevrolet,Volt,-1425,Loss
Kia,Spectra,-1425,Loss
Mazda,Mazda3,-1425,Loss
Volkswagen,Passat,-1425,Loss
Jaguar,X-Type,-1425,Loss
Lexus,LS 430,-1425,Loss
Audi,A4,-1425,Loss
,,-1425,Loss
Ford,Five Hundred,-1425,Loss
Mercedes-Benz,S-Class,-1425,Loss
Toyota,Sienna,-1425,Loss
Saturn,Aura,-1425,Loss
Ford,Focus,-1425,Loss
Nissan,Versa,-1425,Loss
Chevrolet,Volt,-1425,Loss
Pontiac,G6,-1425,Loss
Dodge,Nitro,-1425,Loss
Nissan,Altima,-1425,Loss
Toyota,RAV4,-1425,Loss
Chevrolet,Avalanche,-1425,Loss
Hyundai,XG350,-1425,Loss
Dodge,Journey,-1425,Loss
BMW,5 Series,-1425,Loss
Honda,Civic,-1425,Loss
Cadillac,Eldorado,-1425,Loss
Nissan,Altima,-1425,Loss
Buick,Lucerne,-1425,Loss
Toyota,Camry,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Volkswagen,Jetta,-1425,Loss
Chevrolet,Tahoe,-1425,Loss
Toyota,Sequoia,-1425,Loss
Nissan,Maxima,-1425,Loss
Hyundai,Azera,-1425,Loss
Cadillac,CTS,-1425,Loss
Nissan,Versa,-1425,Loss
Chrysler,Town and Country,-1425,Loss
Chevrolet,HHR,-1425,Loss
Toyota,4Runner,-1425,Loss
Hyundai,XG350,-1425,Loss
honda,pilot,-1425,Loss
Ford,F-250 Super Duty,-1425,Loss
Ford,F-150,-1425,Loss
Lexus,IS 300,-1425,Loss
Nissan,Maxima,-1425,Loss
Chevrolet,Express Cargo,-1425,Loss
Chevrolet,Silverado 1500,-1425,Loss
Chrysler,200,-1425,Loss
Honda,Civic,-1425,Loss
Infiniti,G35,-1425,Loss
Ford,Fiesta,-1425,Loss
Ford,F-150,-1425,Loss
Saturn,ION,-1425,Loss
Ford,Focus,-1425,Loss
Nissan,Xterra,-1425,Loss
Mercedes-Benz,CLK-Class,-1425,Loss
Chevrolet,Express Cargo,-1425,Loss
Nissan,Sentra,-1425,Loss
Mercury,Sable,-1425,Loss
Nissan,Altima,-1425,Loss
Hyundai,Accent,-1425,Loss
Buick,LaCrosse,-1425,Loss
Cadillac,CTS,-1425,Loss
Honda,Civic,-1425,Loss
Toyota,Tundra,-1425,Loss
Honda,Accord,-1425,Loss
Pontiac,Grand Prix,-1425,Loss
Ford,Focus,-1425,Loss
Toyota,Corolla,-1425,Loss
Volvo,S60,-1425,Loss
BMW,X5,-1425,Loss
Kia,Soul,-1425,Loss
Toyota,Celica,-1425,Loss
Ford,F-150,-1425,Loss
Ford,F-150,-1425,Loss
Hyundai,Accent,-1425,Loss
BMW,X3,-1425,Loss
Dodge,Ram Pickup 1500,-1425,Loss
Toyota,Camry,-1425,Loss
Chevrolet,Equinox,-1425,Loss
Nissan,Versa,-1425,Loss
Dodge,Avenger,-1425,Loss
Nissan,Altima,-1425,Loss
Dodge,Charger,-1425,Loss
Honda,Odyssey,-1425,Loss
Nissan,Murano,-1425,Loss
Pontiac,G6,-1425,Loss
Dodge,Ram Pickup 1500,-1425,Loss
Nissan,Xterra,-1425,Loss
Nissan,Pathfinder,-1425,Loss
BMW,X5,-1425,Loss
Toyota,Yaris,-1425,Loss
Honda,Civic,-1425,Loss
Mazda,Mazda3,-1425,Loss
Kia,Optima,-1425,Loss
Nissan,Altima,-1425,Loss
Infiniti,FX35,-1425,Loss
Chevrolet,Impala,-1425,Loss
BMW,5 Series,-1425,Loss
Chevrolet,Cobalt,-1425,Loss
Acura,TL,-1425,Loss
landrover,discovery,-1425,Loss
Dodge,Dakota,-1425,Loss
Mazda,Tribute,-1425,Loss
Ford,Fiesta,-1425,Loss
Ford,Focus,-1425,Loss
Dodge,Ram Pickup 1500,-1425,Loss
Hyundai,Tucson,-1425,Loss
Chevrolet,Sonic,-1425,Loss
Honda,Civic,-1425,Loss
Buick,LeSabre,-1425,Loss
Chrysler,300,-1425,Loss
Chevrolet,Sonic,-1425,Loss
Toyota,Camry,-1425,Loss
Ford,Fusion,-1425,Loss
Chevrolet,Cobalt,-1425,Loss
Lexus,ES 330,-1425,Loss
Mazda,Mazda6,-1425,Loss
Buick,Terraza,-1425,Loss
Toyota,Camry,-1425,Loss
Chevrolet,Cruze,-1425,Loss
Chrysler,Town and Country,-1425,Loss
Chevrolet,Tahoe,-1425,Loss
Ford,Fusion,-1425,Loss
Pontiac,Torrent,-1425,Loss
Nissan,Sentra,-1425,Loss
BMW,X5,-1425,Loss
Kia,Rio,-1425,Loss
Chevrolet,Cruze,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Toyota,Corolla,-1425,Loss
Ford,F-150,-1425,Loss
Acura,TL,-1425,Loss
Ford,F-250 Super Duty,-1425,Loss
Toyota,Highlander,-1425,Loss
Saturn,Outlook,-1425,Loss
Hyundai,Accent,-1425,Loss
Ford,Explorer,-1425,Loss
Suzuki,XL7,-1425,Loss
Chevrolet,Impala,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Toyota,Yaris,-1425,Loss
Chevrolet,TrailBlazer,-1425,Loss
Chevrolet,Cobalt,-1425,Loss
Audi,S4,-1425,Loss
,,-1425,Loss
Hyundai,Accent,-1425,Loss
Audi,A6,-1425,Loss
Lincoln,MKX,-1425,Loss
Chevrolet,Silverado 1500,-1425,Loss
Mercury,Sable,-1425,Loss
Chevrolet,Cruze,-1425,Loss
Acura,CL,-1425,Loss
Ford,Escape,-1425,Loss
Toyota,Corolla,-1425,Loss
Chevrolet,Impala,-1425,Loss
Volkswagen,Jetta,-1425,Loss
Toyota,Prius c,-1425,Loss
,,-1425,Loss
Nissan,Maxima,-1425,Loss
Toyota,Camry,-1425,Loss
Dodge,Charger,-1425,Loss
Ford,Edge,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
,,-1425,Loss
Dodge,Durango,-1425,Loss
GMC,Envoy,-1425,Loss
Cadillac,CTS,-1425,Loss
Jeep,Patriot,-1425,Loss
Toyota,Prius,-1425,Loss
Hyundai,Sonata,-1425,Loss
Volkswagen,Passat,-1425,Loss
Ford,F-150,-1425,Loss
Ford,Escape,-1425,Loss
Pontiac,G6,-1425,Loss
Nissan,Maxima,-1425,Loss
,,-1425,Loss
Jeep,Grand Cherokee,-1425,Loss
Chevrolet,Impala,-1425,Loss
Infiniti,G35,-1425,Loss
Mazda,6,-1425,Loss
Hyundai,Santa Fe,-1425,Loss
Toyota,Camry,-1425,Loss
Acura,TL,-1425,Loss
Chevrolet,Malibu,-1425,Loss
Kia,Forte,-1425,Loss
Ford,Explorer Sport Trac,-1425,Loss
Chevrolet,Equinox,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Jeep,Compass,-1425,Loss
Chrysler,PT Cruiser,-1425,Loss
Dodge,Charger,-1425,Loss
Volkswagen,Passat,-1425,Loss
Chevrolet,Tahoe,-1425,Loss
Buick,Century,-1425,Loss
Acura,TL,-1425,Loss
Ford,Ranger,-1425,Loss
Acura,TSX,-1425,Loss
Jeep,Compass,-1425,Loss
Acura,RL,-1425,Loss
Hyundai,Santa Fe,-1425,Loss
Ford,Explorer,-1425,Loss
Chevrolet,HHR,-1425,Loss
Chrysler,300,-1425,Loss
Chevrolet,TrailBlazer,-1425,Loss
Mercury,Mariner,-1425,Loss
Nissan,Frontier,-1425,Loss
Chrysler,300,-1425,Loss
Nissan,Versa,-1425,Loss
Ford,Escape,-1425,Loss
MINI,Cooper,-1425,Loss
Volvo,C70,-1425,Loss
BMW,5 Series,-1425,Loss
Chevrolet,Impala,-1425,Loss
Toyota,Camry,-1425,Loss
Jaguar,S-Type,-1425,Loss
Toyota,Corolla,-1425,Loss
Pontiac,G6,-1425,Loss
,,-1425,Loss
Toyota,RAV4,-1425,Loss
Dodge,Ram Pickup 1500,-1425,Loss
Cadillac,Escalade,-1425,Loss
Hyundai,Elantra,-1425,Loss
Chevrolet,Colorado,-1425,Loss
Audi,A4,-1425,Loss
Honda,Insight,-1425,Loss
Dodge,Journey,-1425,Loss
BMW,3 Series,-1425,Loss
Nissan,Altima,-1425,Loss
Dodge,Durango,-1425,Loss
Ford,Transit Connect,-1425,Loss
Nissan,Altima,-1425,Loss
chrysler,pacifica,-1425,Loss
Ford,Focus,-1425,Loss
Chevrolet,Silverado 1500,-1425,Loss
Dodge,Grand Caravan,-1425,Loss
Volkswagen,Jetta,-1400,Loss
Subaru,Legacy,-1400,Loss
